LoanAmount,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,UPDATED STATE
41250,"H &AMP; M QUICK LUBE # 4 , LLC",914 US  31,TRAVERSE CITY,MI,48685,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
40600,INSIGHT EDUCATION CORP,32450 West 13 Mile Road,Farmington Hills,MI,48344,611691,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5/1/2020,"PNC Bank, National Association",,
39722.5,ACTIVE INC,328 South Telegraph,Sylvan Lake,MI,59034,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,5/1/2020,TCF National Bank,MT-,
36975,"BROCK ENGINEERING, LLC",170 S. East Silver Lake Road,Traverse City,MI,59034,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
33710,HISTORICAL CHILD CARE CENTER LLC,639 Kingsford Rd,Columbus,MI,43204,624410,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,12,5/1/2020,The Huntington National Bank,OH-03,OH
30430,BOWEN GROSHEK INVESTMENT CONSULTING GROUP,"140 Monroe Ctr NW, 4th Floor",Grand Rapids,MI,46503,523930,,Unanswered,Unanswered,Unanswered,,4,5/1/2020,TCF National Bank,,
28337.5,BIRCHWOOD INN LIMITED PARTNERSHIP,7077 S. Lake Shore Dr,Hotel/motel,MI,59034,,Partnership,Unanswered,Unanswered,Unanswered,,6,5/1/2020,TCF National Bank,MT-,
24535,RUTHKOS TIMBER,6226 Truax rd,Alpena,MI,49707,113110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,5/1/2020,TCF National Bank,MT-,
23332.5,CHARLES F. HACKER,407 N. Twin Pines Drive,Naples,MI,59034,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
23069,KIM KAPUSTIK CONSULTING GROUP LLC,3095 Killingworth Lane,Twinsburg,MI,44087,541618,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,3,5/1/2020,The Huntington National Bank,OH-14,OH
22636.87,CD EXCHANGE HOLLAND INC.,12465 James Street,Grand Haven,MI,59034,,Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,TCF National Bank,MT-,
20812.5,ARETEE THERAPEUTIC WELLNESS SPA AND CAFE,20559 Mack Vernier,Grosse Pointe Woods,MI,59034,,,Unanswered,Unanswered,Unanswered,,13,5/1/2020,TCF National Bank,MT-,
20425,"HOWARD E.  GURWIN, P.C .",30300 Northwestern Highway suite 302,legal,MI,59034,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,TCF National Bank,MT-,
19055,IMAGE MART,14697 Commercial Dr,Shelby Twp,MI,59034,423490,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,TCF National Bank,MT-,
16665,"TXL SYSTEMS, INC.",9200 Gale Rd,White Lake,MI,59034,541690,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
16250,CUSTOM DESIGNED WOODWORK INC,9715 N ESTON RD,CLARKSTON,MI,48016,238130,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
13250,TURNKEY CONSULTING,19785 W. 12 Mile Rd.,#477,MI,59034,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
11548.75,KYLE MCKAMEY DC PLLC,75354 12th Ave,Dowagiac,MI,49047,621310,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,7,5/1/2020,TCF National Bank,MT-,
11095,JC NORTH EAST INVESTMENTS LLC,3700 Rivertown PKWY SW,GRANDVILLE,MI,40418,523910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
8830,NHAN DO,3796 Delwood Dr,Powell,MI,43065,,Independent Contractors,Unanswered,Female Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,OH-12,OH
5983,"SRNB DANCE ACADEMY, LLC",2661 29TH STREET SE,GRAND RAPIDS,MI,49502,611110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
1550.63,LAURA HESSELINK,22073 90th Ave,Marion,MI,49665,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,5/1/2020,TCF National Bank,MT-,
947.29,NICOLE ANDERSON REALTOR,71 fourth street,SUTTONS BAY,MI,49682,,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,IN-02,
710,CARMEN STUDIO PHOTOGRAPHY INC.,72 E Mill St,Akron,MI,44308,541921,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,The Huntington National Bank,OH-11,OH
122300,"THE SOPRIS GROUP, LLC",7620 State Hwy 65 NE,Fridley,MN,59034,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,TCF National Bank,MT-,
68359.8,THE REIN GROUP LLC,"2 Carlson Parkway, Suite 330",Minnetonka,MN,55343,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,5/1/2020,TCF National Bank,MT-,
62640,TJS OF INDIANOLA,1103 North Jefferson Way,Indianola,MN,50125,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,Cross River Bank,IA-03,IA
49220,GUSTAFSON FINANCIAL GROUP  INC.,120 Creek Ridge Pass,Minneapolis,MN,59034,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,TCF National Bank,MT-,
30811.2,"KENNETH A. THOMAS, LTD.",4890 Scott Trail SUITE 200,Eagan,MN,59034,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,TCF National Bank,MT-,
30460.95,"BRIEL ENTERPRISES, LLC","601 Carlson Pkwy, Suite 300",Plymouth,MN,55446,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/1/2020,TCF National Bank,MT-,
20833.33,JEANNINE HENRY,4216 Linden Hills Blvd,MINNEAPOLIS,MN,55410,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
20833,"INDEPENDENT FINANCIAL RESOURCES, LLC",5643 Green Circle Dr #209,Dyersville,MN,59034,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
16908,KRAJACIC CONSULTING LLC,6790 IDLEWOOD WAY,EDEN PRAIRIE,MN,53346,541618,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
15640,CORY VILLAUME,5835 Farmington Ave SE,DELANO,MN,55328,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
13923,PROPERTY GUARDIAN,371 Doud Rd.,Kawkawlin,MN,48631,531120,,Unanswered,Unanswered,Unanswered,,4,5/1/2020,TCF National Bank,MI-05,
12080,INSIGHT EDGE LLC,"6566 France Avenue So, 809",Edina,MN,59034,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
10391.02,"GRAND PROJECTIONS, INC.",5612 12Th Ave South,Mpls,MN,59034,443142,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
9115,RENGSTORF CONSULTING LLC,,St. Anthony Village,MN,59034,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
8325,WMK CHART LLC,2606 118TH CIRCLE NE,BLAINE,MN,55499,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
7500,"MLA,LLC",39 Maryland Ave SE,Grand Rapids,MN,49506,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Newtek Small Business Finance, Inc.",MI-03,MI
7397.53,MARY SNODIE,5679 Geneva Ave N,SAINT PAUL,MN,54022,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,,5/1/2020,Celtic Bank Corporation,WI-03,
6250,SPECIALTY TRADING INC,W 61-04 West Market,Bloomington,MN,59034,424990,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
5083.32,A&AMP;M EXPRESS,4489 Marsh dr NE # 339,Eagan,MN,59034,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,TCF National Bank,MT-,
3964.38,DESIGNWRITE STUDIOS,,St. Paul,MN,59034,541430,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,MT-,
23200,JONATHAN GUY EVENTS LLC,108 Builders Square Dr,BRANDON,MS,39047,532310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/30/2020,Renasant Bank,AL-06,
23000,"AMERICAN STRATEGIES, INCORPORATED",13085 Broili Drive,Reno,MS,89511,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Zions Bank, A Division of",NV-02,NV
19465,ARTHUR GEARY DBA PEARL MEDIA LLC,34 HWY 607,PICAYUNE,MS,39644,,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,Hancock Whitney Bank,,
12500,BEDROCK MACHINING LLC,1197 Rochester Rd.,TROY,MS,48083,811310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",MI-11,MI
9500,SOL Y LUNA DISTRIBUTION CORP,4050 E 119Th PL,THORNTON,MS,80233,999990,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"JPMorgan Chase Bank, National Association",CO-07,CO
7935,LULU'S SALON LLC,9507 Cedargrove Rd,CLARKSTON,MS,48348,541921,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",MI-08,MI
8312,BLAKE BRADLEY MT 2 LLC,32 East Fort Billing Road,JORDAN,MT,10598,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",NY-17,
116700,FRESH CHEF CONOVER INC,"201 Conover Station, Ste A",Conover,NC,28913,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35,5/1/2020,"PNC Bank, National Association",,
113022,"CABARET SYSTEMS, INC",6923 Shannon Willow Road,Charlotte,NC,26226,541512,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,7,5/1/2020,Customers Bank,,
56313,OCA LLC,1060 KENSINGTON LN,SALIABURY,NC,20146,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",VA-10,
40100,LBSI AUTOMOTIVE LLC,157 Pittsburgh St.,Uniontown,NC,15401,811118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"PNC Bank, National Association",PA-14,PA
31800,"BUDGET BLINDS OF BALLANTYNE, INC.",10809 SOUTHERN LOOP BLVD Suite 7,PINEVILLE,NC,28134,442291,Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,SC-05,
20100,CHRISTIAN COUNSELING ASSOCIATES OF RALEIGH PLLC,7008 Harps Mill Road,Raleigh,NC,27165,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/1/2020,"PNC Bank, National Association",,
13612,ST JOSEPH OF THE HILLS CATHOLIC CHURCH,316 BOONE RD,EDEN,NC,28288,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/1/2020,"Wells Fargo Bank, National Association",,
10300,ROUNTREE & ASSOCIATES INC,PO BOX 1200,TRYON,NC,28782,454390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/2020,The Peoples Bank,SC-04,
10106,NORTH RALEIGH ARTS AND CREATIVE THEATRE,7713 LEAD MINE RD,RALEIGH,NC,27165,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
7900,T&K GOODRICH CONTRACTING LLC TGK,1830 Lower Ridgewood Blvd,HENDERSONVILLE,NC,28791,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/27/2020,Mascoma Bank,NH-02,
7500,ST. MARY ROSA'S FCH,483 Caribou Rd,Asheville,NC,28893,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
6481,FREDCO NY INC-SBA SMALL 7A TERM,23300 E 14 ST,BROOKLYN,NC,11229,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-09,NY
29400,CLEAN JUICE MOORESVILLE LLC,120 Marketplace Ace,Mooresville,ND,28117,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,5/1/2020,"PNC Bank, National Association",NC-13,NC
15000,LK GEMS LLC,25 City Place,WHITE PLAINS,ND,10601,323111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",NY-17,NY
112830,613 AUTOMOTIVE GROUP INC,2200 Northern Blvd,GREENVALE,NE,11548,811111,Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",NY-03,NY
13522,"VEGAS EVENTS LIST, LLC",7955 Badura Avenue Unit 277,Las Vegas,NE,89113,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,WebBank,NV-03,NV
1941.71,JAMES MURPHY,1123 S Lynn St,Seymour,NE,47274,722513,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Celtic Bank Corporation,IN-09,IN
83917,E-INSURE SERVICES INC D/B/A EINSURE AGENCY,N/A,N/A,NH,,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
73427,NINE-NINETEEN INVESTMENTS LLC DBA THE UPS STORE#1650 OR THE,3395 S jones blvd,LAS VEGAS,NH,89138,523910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,5/1/2020,"JPMorgan Chase Bank, National Association",NV-03,NV
20833,STEPHEN OLIVER-SBA SMALL 7A TERM,438 Main Street,Bedminster,NH,7921,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-07,NJ
18100,FRISELLA OUTDOOR LIGHTING,1512 Hwy Dd,Defiance,NH,63341,423610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,"Newtek Small Business Finance, Inc.",MO-02,MO
12500,RAPUNZEL CREATIVE LLC-SBA SMALL 7A TERM,12 Bergen Ave,Hillsdale,NH,7642,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-05,NJ
10688,S A V E LLC-SBA SMALL 7A TERM,2324 main st,londonderry,NH,1876,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",MA-06,
3500,WJSTEVENS & ASSOCIATES-SBA SMALL 7A TERM,27 Beechwood Lane,New Hyde Park,NH,11040,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-04,NY
2868.98,KAYLA EMERY,1 Washington Street,Dover,NH,3903,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,Celtic Bank Corporation,ME-01,
135069,IDEAQUEST LLC,6 E. Main Stree,Ramsey,NJ,7445,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
132861,TRANSNATIONAL DRY BISCUIT INC,287 S. MAIN ST. NO. 16,LAMBERTVILLE,NJ,8630,722511,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
127922,"SI WAX 3, LLC",2935 Veterans Road West,Staten island,NJ,10309,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,Cross River Bank,NY-11,NY
122557,OBILO PEDIATRIC ASSOCIATES PC,21 Chestnut Street,Spring Valley,NJ,10977,,Corporation,Unanswered,Male Owned,Veteran,,0,5/1/2020,"TD Bank, National Association",NY-17,NY
107990,PRINT PROMOTIONS INC-SBA SMALL 7A TERM,330 Sprint Street 1-W,New York,NJ,10013,541990,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-10,NY
100000,MANAHAWKIN HAIR AND NAIL DESIGN INC-SBA SMALL 7A TERM,227 North Main St.,Manahawkin,NJ,8058,812112,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
95000,IN-SPECK CORP-SBA SMALL 7A TERM,208 E. Penn Street,Norristown,NJ,19401,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",PA-04,PA
92580,25 43RD DONUTS LLC-SBA SMALL 7A TERM,25 W 43RD ST,NEW YORK,NJ,10036,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",NY-10,NY
89847,"MCDONOUGH &AMP; ASSOC., INC.",221 Evans Way,Branchburg,NJ,9976,999990,Corporation,Unanswered,Unanswered,Non-Veteran,,0,5/1/2020,Celtic Bank Corporation,,
85877,SANSKAR SANSKRITI PENNINGTON INC,1189 Wilmington Pike,West Chester,NJ,19382,812112,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,PA-06,PA
80450,GORDIN & BERGER PC-SBA SMALL 7A TERM,1760 MARKET STREET,Philadelphia,NJ,19103,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",PA-03,PA
76813,"JW CONCIERGE, INC.",410 Monmouth Ave Suite 303,Lakewood,NJ,8710,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
70285,THE DANCE ACADEMY OF NORTH JERSEY LIMITED LIABILITY COMPANY,16 Kingsbrook Ct,MENDHAM,NJ,8945,611610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,5/1/2020,"JPMorgan Chase Bank, National Association",,
67077,JEFFREY AINSPAN MD PC-SBA SMALL 7A TERM,308A E 15 ST,NEW YORK,NJ,10003,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-12,NY
65130,"BATTINELLI ENTERPRISES, INC.",1611 Greenwood Lake Turnpike,Hewitt,NJ,97421,562212,Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,KeyBank National Association,,
58620,SRINIDHHI INC,1884 3RD AVE,NEW YORK,NJ,10029,999990,Corporation,Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",NY-13,NY
53392,GROUND RULES LANDSCAPING INC-SBA SMALL 7A TERM,29 Brook Ave,maywood,NJ,60153,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",IL-07,
42430,ORIGINAL EXHAUST MANUFACTURERS INC-SBA SMALL 7A TERM,204 commerce court,hopkinsville,NJ,42240,336390,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",KY-01,KY
34530,WESTGATE MALL REALTY GROUP LLC-SBA SMALL 7A TERM,14136 Baxter Drive,Brainerd,NJ,56425,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",MN-08,MN
32500,ALEXANDER RANCES DO PC,387 Woodbury Road,Woodbury,NJ,11797,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-03,NY
31194.38,"MIKA HAYASHI D.P.M., P.C.",124 EAST 40TH STREET,New York,NJ,10016,621391,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,Celtic Bank Corporation,NY-12,NY
28915,SANSKAR LLC,187 Kenwood Drive North,Levittown,NJ,19055,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,PA-01,PA
26355,D R TECHNOLOGY INC,73 South Street,FREEHOLD,NJ,33062,333413,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",FL-22,FL
24500,BUILDING ON THE ROCK COMMUNITY CHURCH-SBA SMALL 7A TERM,89 Beckerville Road,Manchester,NJ,8579,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,5/1/2020,"TD Bank, National Association",,
22225,SEEMA COFFEE INC.,650 Kapkowski road,Elizabeth,NJ,2701,,Corporation,Unanswered,Unanswered,Unanswered,,7,5/1/2020,Customers Bank,,
20832,ELOZOR M PREIL,294 UNION ST,HACKENSACK,NJ,7610,,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,,
17500,ABC CRATING &AMP; RIGGING CO LLC,121 ERIE STREET,PATERSON,NJ,4524,488991,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
16618.75,MUDDY PAWS PET SERVICES,2117 Highway 516,Old Bridge,NJ,98857,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Celtic Bank Corporation,WA-04,
16075,FINEST MAINTENANCE SERVICES LLC,2037 Lemoine Ave. 126,Fort Lee,NJ,10306,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-11,
13966,ZSENAK PLUMBING AND HEATING LLC,40 CONTINENTAL LANE,TITUSVILLE,NJ,8956,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
11432,UNITED GOLDEN EAGLES LLC,5100 Kings Plaza,BROOKLYN,NJ,11234,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",NY-08,NY
11400,ROIN REALTY HOLDINGS LLC,109 HOMESTEAD RD,oldwick,NJ,885,,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"PNC Bank, National Association",,
10250,GEVILI GROUP INC.,2516 Avenue R,BROOKLYN,NJ,11229,999990,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",NY-09,NY
8500,SIDDHARTH INC-SBA SMALL 7A TERM,128 center grove road,Randolph,NJ,97869,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",OR-02,
7558.51,KENNETH BEERS,329 Blue Valley Drive,Bangor,NJ,18013,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Celtic Bank Corporation,PA-07,PA
6118,BIOMX INC,4 SOUTH SHORE DRIVE,SOUTH AMBOY,NJ,8878,541611,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
6000,SHRI DAKSHINA INC-SBA SMALL 7A TERM,1400 berlin rd,cherry hill,NJ,19020,,Corporation,Unanswered,Female Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",PA-01,
2082,SQ INC-SBA SMALL 7A TERM,24 HASTING LANE,MONROE TWP,NJ,18017,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",PA-07,
44141,"ABQ PSYCHIATRIC SERVICES, LLC",2900 LOUISIANA BLVD NE,ALBUQUERQUE,NM,87110,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/1/2020,"Bank of America, National Association",CA-07,
43672,GTM LLC,8100 PENNSYLVANIA CIR NE,ALBUQUERQUE,NM,87110,721110,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,,8,4/9/2020,Southwest Capital Bank,CO-03,
23360,FIVE STAR BROKERAGE CORP,235 BIRCHWOOD PARK DR,JERICHO,NM,11753,541990,Corporation,Unanswered,Male Owned,Non-Veteran,,4,5/1/2020,"JPMorgan Chase Bank, National Association",NY-03,NY
17377,LBJ FLOORING LLC-SBA SMALL 7A TERM,ONE GATEWAY CENTER,NEWARK,NM,7102,442210,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",NJ-10,NJ
11900,EXCELLENT COVENANT WORLD OUTREACH MINISTRY POWERHOUSE,800 McCormick School Road,FARMINGTON,NM,87401,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,4/9/2020,First National Bank Texas,TX-31,
3750,"CLEAN AND TIDY TODAY, LLC",13108 Sandstone PLace NE,Albuquerque,NM,84111,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,WebBank,UT-02,
